example_id,conv_id,bot,n_annotators,severity_mean,severity_band,abusive_majority,type_ableism_frac,type_homophobic_frac,type_intellectual_frac,type_racist_frac,type_sexist_frac,type_sex_harassment_frac,type_transphobic_frac,target_generalised_frac,target_individual_frac,target_system_frac,direction_explicit_frac,direction_implicit_frac,n_tokens,score_grumpy,score_hostile,score_mad,score_insulted,score_offended,score_angry,score_hateful,score_upset,score_sullen,score_furious,score_jubilant,score_awestruck,score_amused,score_delighted,score_elated,score_ecstatic,score_excited,score_thrilled,score_euphoric,score_amazed
0,245846.0,E.L.I.Z.A.,5,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,-0.04097549617290497,-0.0019734203815460205,-0.008848143741488457,-0.037174273282289505,-0.01784360222518444,-0.03135017678141594,0.006621686741709709,0.007398509420454502,0.004632254131138325,-0.015194656327366829,-0.009834209457039833,0.05163034051656723,-0.010999782010912895,0.0056006573140621185,-0.013818733394145966,0.0014993809163570404,-0.018469618633389473,0.015205192379653454,0.023279521614313126,0.01765943318605423
1,159183.0,E.L.I.Z.A.,4,-1.0,-1,False,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,23,-0.0325663723051548,0.008893515914678574,-0.0052917636930942535,-0.03394089639186859,-0.018724948167800903,-0.026943612843751907,0.018555326387286186,-0.005879887845367193,-0.006810490041971207,-0.011288021691143513,-0.008276397362351418,0.036102429032325745,0.0077696689404547215,0.021422483026981354,-0.013570724055171013,0.009178245440125465,-0.017493851482868195,0.019473236054182053,0.026354558765888214,0.00912889651954174
2,340147.0,E.L.I.Z.A.,5,0.6,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,-0.030952345579862595,-0.01004493236541748,-0.013528535142540932,-0.04177887737751007,-0.03836693614721298,-0.032734498381614685,0.0018588919192552567,-0.006138971075415611,-0.011387040838599205,-0.016568534076213837,0.00032994337379932404,0.02940869703888893,0.02910236269235611,0.019723234698176384,0.00048054009675979614,0.013234913349151611,-0.008788707666099072,0.03082115203142166,0.035081930458545685,0.015611440874636173
3,95cbaab0f8cb4cb59a3393e7fc61cafe,CarbonBot,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,-0.021636368706822395,0.005287373438477516,0.00594157911837101,-0.014628276228904724,-0.015281891450285912,-0.009220752865076065,0.01776113547384739,-0.005884710233658552,-0.016039248555898666,-0.0025988854467868805,-0.005472333170473576,0.011144943535327911,-0.012576797045767307,0.01049843244254589,-0.01553033571690321,0.008695053867995739,-0.013784732669591904,0.01328793540596962,0.015885312110185623,0.00013455748558044434
4,270732.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,-0.02030065469443798,0.010354193858802319,-0.002492014318704605,-0.024538477882742882,-0.01957821473479271,-0.024155832827091217,0.017171408981084824,-0.0027039218693971634,-0.0006279612425714731,-0.013216763734817505,-0.006572573445737362,0.032060593366622925,-0.0018032696098089218,0.018199048936367035,-0.012148178182542324,0.007953561842441559,-0.015476610511541367,0.017010988667607307,0.01895124837756157,-0.0005778120830655098
5,85079.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,-0.02179952897131443,0.02236262336373329,0.003142634406685829,-0.029293064028024673,-0.011316070333123207,-0.016336146742105484,0.030246874317526817,0.018612580373883247,0.0028757862746715546,0.00033572036772966385,-0.032179150730371475,0.034378912299871445,-0.006849013268947601,0.003359634429216385,-0.03274691104888916,-0.004103510640561581,-0.044938791543245316,0.004817308392375708,0.014820084907114506,0.01152271032333374
6,310174.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,-0.018093731254339218,0.017551694065332413,0.005031554028391838,-0.022685952484607697,-0.011059892363846302,-0.009598497301340103,0.019506853073835373,0.032683949917554855,0.012625772505998611,0.000440073199570179,-0.03434789180755615,0.039219170808792114,-0.018107809126377106,-0.010625030845403671,-0.03387471288442612,-0.011870763264596462,-0.04066827893257141,0.0026099784299731255,0.00837730523198843,0.014621762558817863
7,252274.0,E.L.I.Z.A.,3,-2.0,-2,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19,-0.0063935876823961735,0.036555223166942596,0.03413262590765953,0.007318836636841297,0.020471587777137756,0.016331227496266365,0.04239850491285324,0.027894366532564163,0.007654417306184769,0.029280653223395348,-0.03575756028294563,0.018117956817150116,-0.003060420975089073,-0.011972257867455482,-0.03832424432039261,-0.017800869420170784,-0.05055177956819534,-0.009330255910754204,0.0013195110950618982,-0.012782135978341103
8,206012.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,-0.0467560738325119,0.0027935001999139786,-0.010051175020635128,-0.06178334355354309,-0.042421091347932816,-0.033633552491664886,0.020532313734292984,-0.006249190308153629,-0.015654489398002625,-0.015311193652451038,-0.000548709649592638,0.029547221958637238,-0.0050940136425197124,0.028998546302318573,7.461715722456574e-05,0.030196601524949074,-0.012490211986005306,0.03157082200050354,0.0460708923637867,0.010484806261956692
9,172430.0,E.L.I.Z.A.,3,1.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,-0.025910239666700363,0.01022137701511383,-0.001007700338959694,-0.038221195340156555,-0.02679235115647316,-0.023010235279798508,0.021348290145397186,-0.002193236257880926,-0.004486846271902323,-0.009525504894554615,-0.007029135711491108,0.025621604174375534,-0.005587923340499401,0.010803691111505032,-0.011114053428173065,0.011270176619291306,-0.012947422452270985,0.019029516726732254,0.024694234132766724,0.0009963009506464005
